"id_prestador","ds_situacao","ds_tipo_pessoa","nm_prestador","ds_municipio","ds_estado","dt_inclusao","ds_tipo","ds_classificacao"
1161,"ATIVO","PESSOA FÍSICA","Fernanda Nascimento Samara","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1162,"ATIVO","PESSOA FÍSICA","Flavio Shigueo Sakamoto","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1163,"ATIVO","PESSOA FÍSICA","Francisco Carlos Parra Bassalobre","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1164,"ATIVO","PESSOA FÍSICA","Francisco Hahn","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1461,"ATIVO","PESSOA FÍSICA","Valeria de Paula Pimenta Salgado","Ribeirao Preto","SP","2022-04-13","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1462,"ATIVO","PESSOA FÍSICA","Alex Luciano Magatti","Penapolis","SP","2022-04-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1463,"ATIVO","PESSOA FÍSICA","Jose Eduardo Brunaldi","Ribeirao Preto","SP","2022-04-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1464,"ATIVO","PESSOA FÍSICA","Ana Lucia Conelian Gentili","Penapolis","SP","2022-04-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1465,"ATIVO","PESSOA FÍSICA","Antonio Marcilio Callou Torres","Penapolis","SP","2022-04-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1466,"ATIVO","PESSOA FÍSICA","Fabiano Yuzo Honda","Penapolis","SP","2022-04-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1467,"ATIVO","PESSOA FÍSICA","Gentil Batista Pereira","Penapolis","SP","2022-04-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1468,"ATIVO","PESSOA FÍSICA","Helen Paula Apparicio Medeiros","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1469,"ATIVO","PESSOA FÍSICA","Joao Luiz Parra Marinello","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1470,"ATIVO","PESSOA FÍSICA","Jorge Rizk","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1471,"ATIVO","PESSOA FÍSICA","Jose Henrique Almeida Prado di Giacomo","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1472,"ATIVO","PESSOA FÍSICA","Jose Maria Trisoglio","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1473,"ATIVO","PESSOA FÍSICA","Ligia Canova","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1474,"ATIVO","PESSOA FÍSICA","Marcio Miessi Soares Pereira","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1475,"ATIVO","PESSOA FÍSICA","Maorilio Aparecido Calil","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1476,"ATIVO","PESSOA FÍSICA","Mauricio Zambaldi Tunes","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1477,"ATIVO","PESSOA FÍSICA","Misael Medina Martines","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1478,"ATIVO","PESSOA FÍSICA","Nelson Francisco Pudney Lavorato","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1479,"ATIVO","PESSOA FÍSICA","Paulo Eduardo Cypriano","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1480,"ATIVO","PESSOA FÍSICA","Rafael Ribeiro de Almeida","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1481,"ATIVO","PESSOA FÍSICA","Rossano Jorge Nanni Rinaldi","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
2997,"ATIVO","PESSOA FÍSICA","SIDVANIA MACARIO DE SOUZA","Urupes","SP","2023-01-01","SAD","Não Contratualizado - SAD"
332,"ATIVO","PESSOA FÍSICA","Jose Renato Duarte","Sao Jose do Rio Preto","SP","2006-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
333,"INATIVO","PESSOA FÍSICA","Lucio Jose Tayar","Jose Bonifacio","SP","2006-05-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
334,"ATIVO","PESSOA FÍSICA","Roberto Aparecido Leite Junior","Sao Jose do Rio Preto","SP","2006-05-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
335,"INATIVO","PESSOA FÍSICA","Franciele Targa da Silveira Baria","Sao Jose do Rio Preto","SP","2006-06-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
336,"INATIVO","PESSOA FÍSICA","Beatriz Soares Correa","Mirassol","SP","2006-06-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
337,"INATIVO","PESSOA FÍSICA","ADRIANO FREITAS","Mirassol","SP","2006-06-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
338,"INATIVO","PESSOA FÍSICA","Jose Roberto Benites Vendrame","Bady Bassitt","SP","2006-06-09","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
339,"INATIVO","PESSOA FÍSICA","Eduardo Rogerio Malaquias Chagas","Sao Jose do Rio Preto","SP","2006-07-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
340,"INATIVO","PESSOA FÍSICA","Silvia Mara Borges","Mirassol","SP","2006-07-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
341,"INATIVO","PESSOA FÍSICA","Rogers Peter Zanovelo Bueno","Sao Jose do Rio Preto","SP","2006-08-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
342,"INATIVO","PESSOA FÍSICA","Joao Souza Pinto Neto","Mirassol","SP","2006-09-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
343,"INATIVO","PESSOA FÍSICA","Marcio Gatti","Mirassol","SP","2006-09-13","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
345,"ATIVO","PESSOA FÍSICA","Marcelo Cataruci de Almeida","Jose Bonifacio","SP","2006-09-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
346,"ATIVO","PESSOA FÍSICA","Mauro Carlos Cherubini Prates","Sao Jose do Rio Preto","SP","2006-09-21","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
347,"INATIVO","PESSOA FÍSICA","Reinidolch Caffagni","Nova Granada","SP","2006-09-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
348,"ATIVO","PESSOA FÍSICA","Luciano Pereira Maniglia","Sao Jose do Rio Preto","SP","2006-09-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
349,"ATIVO","PESSOA FÍSICA","Rubens Huber da Silva","Sao Jose do Rio Preto","SP","2006-09-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
586,"INATIVO","PESSOA FÍSICA","Cristiane de Araujo Lima Sandin Masteleto","Potirendaba","SP","1999-06-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
587,"ATIVO","PESSOA FÍSICA","LUIZ CARLOS VOLPI","Potirendaba","SP","1999-06-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
588,"ATIVO","PESSOA FÍSICA","CARLOS ALBERTO ROZAN","Potirendaba","SP","1999-06-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
589,"INATIVO","PESSOA FÍSICA","Jose Pedro de Toledo","Potirendaba","SP","1999-06-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
590,"ATIVO","PESSOA FÍSICA","LUIZ SERGIO RONCHI","Sao Jose do Rio Preto","SP","1999-06-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
591,"INATIVO","PESSOA FÍSICA","Marco Aurelio D'Amico","Potirendaba","SP","1999-06-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
592,"ATIVO","PESSOA FÍSICA","EUMILDO DE CAMPOS JUNIOR","Potirendaba","SP","1999-09-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
593,"INATIVO","PESSOA FÍSICA","Fatima dos Reis Albuquerque Maciel","Sao Jose do Rio Preto","SP","1999-11-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
594,"INATIVO","PESSOA FÍSICA","Francismar Sanches Lopes Junior","Sao Jose do Rio Preto","SP","1999-09-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
595,"ATIVO","PESSOA FÍSICA","Emerson Gomez","Monte Aprazivel","SP","1999-06-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
596,"ATIVO","PESSOA FÍSICA","Janilza Maria Coelho Pinto Schiavini","Mirassol","SP","1999-06-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
597,"INATIVO","PESSOA FÍSICA","Gina Marcia Ramos Alvarenga Buissa","Sao Jose do Rio Preto","SP","1999-07-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
598,"INATIVO","PESSOA FÍSICA","Ana Dalva Torres","Sao Jose do Rio Preto","SP","1999-07-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
599,"INATIVO","PESSOA FÍSICA","Claudia Barbosa Nobre","Santa Fe do Sul","SP","1999-07-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
600,"INATIVO","PESSOA FÍSICA","Renata Maria Provinciali","Sao Jose do Rio Preto","SP","1999-07-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
601,"INATIVO","PESSOA FÍSICA","Elisabete Campanelli de Lima Verona","Sao Jose do Rio Preto","SP","1999-07-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
602,"INATIVO","PESSOA FÍSICA","Faruk Feres","Jose Bonifacio","SP","1999-07-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
603,"ATIVO","PESSOA FÍSICA","Magali Lucia Kuga","Sao Jose do Rio Preto","SP","1999-08-31","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
864,"INATIVO","PESSOA FÍSICA","Ana Maria Guedes Messias","Frutal","MG","2018-02-22","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
865,"ATIVO","PESSOA FÍSICA","TAIANA MESSIAS DE MIRANDA","Frutal","MG","2018-02-22","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
866,"INATIVO","PESSOA FÍSICA","Marilia Silva Sigoli","Jales","SP","2018-02-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
867,"INATIVO","PESSOA FÍSICA","Bruna Durigan Siriani","Sao Jose do Rio Preto","SP","2018-03-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
868,"INATIVO","PESSOA FÍSICA","Jose Antonio Lemos Garcia","Iturama","MG","2018-03-02","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
869,"INATIVO","PESSOA FÍSICA","Elisabeta Maria Kaiser Queiroz","Iturama","MG","2018-03-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
870,"ATIVO","PESSOA FÍSICA","Bruno Silva Fortunato","Iturama","MG","2018-03-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
871,"INATIVO","PESSOA FÍSICA","Fernanda Carolina Rezende Diniz Tomaz","Iturama","MG","2018-03-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
872,"INATIVO","PESSOA FÍSICA","JAQUELINE ADRIELLE AMANCIO","Iturama","MG","2018-03-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
873,"INATIVO","PESSOA FÍSICA","Denner Freitas Marques","Iturama","MG","2018-03-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
874,"INATIVO","PESSOA FÍSICA","Andre Luiz Del Arco","Monte Aprazivel","SP","2008-10-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
875,"ATIVO","PESSOA FÍSICA","FABIO AMARO BOGAZ","Jales","SP","2008-10-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
876,"INATIVO","PESSOA FÍSICA","Ricardo Alexandre Romeiro Manzano Bento","Santa Fe do Sul","SP","2008-10-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
877,"INATIVO","PESSOA FÍSICA","Gustavo Colagiovanni Girotto","Sao Jose do Rio Preto","SP","2008-10-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
878,"INATIVO","PESSOA FÍSICA","Vilson Bernardes de Melo","Aparecida do Taboado","MS","2008-10-31","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
879,"INATIVO","PESSOA FÍSICA","Melissa Maia Braz","Sao Jose do Rio Preto","SP","2008-10-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
880,"ATIVO","PESSOA FÍSICA","Joao Paulo Ribeiro","Urupes","SP","2019-04-16","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
881,"ATIVO","PESSOA FÍSICA","CARLOS ANTONIO PRATA FILHO","Jales","SP","2011-05-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
882,"ATIVO","PESSOA FÍSICA","Carlos Humberto de Oliveira","Jales","SP","2022-12-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
883,"INATIVO","PESSOA FÍSICA","Cristina Dias Lima","Jales","SP","2019-10-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1165,"ATIVO","PESSOA FÍSICA","Frediane Rezende Batista","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1166,"ATIVO","PESSOA FÍSICA","Gabriele Castiglioni Garoze","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1167,"ATIVO","PESSOA FÍSICA","Gilberto Bilche Girotto Junior","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1168,"ATIVO","PESSOA FÍSICA","Mario Alexandre Sa Ribeiro Magalhaes","Ribeirao Preto","SP","2022-04-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1169,"ATIVO","PESSOA FÍSICA","Gustavo Afonso Caserta","Penapolis","SP","2022-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1170,"ATIVO","PESSOA FÍSICA","Gustavo Spadon Merchan","Penapolis","SP","2022-04-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1171,"ATIVO","PESSOA FÍSICA","Helio Marques das Neves","Penapolis","SP","2022-04-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1172,"ATIVO","PESSOA FÍSICA","Ivan Naja Sammarco","Penapolis","SP","2022-04-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1173,"ATIVO","PESSOA FÍSICA","Jose Carlos Aguirre Monteiro","Penapolis","SP","2022-04-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1174,"ATIVO","PESSOA FÍSICA","Luis Gustavo Manfredi","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1175,"ATIVO","PESSOA FÍSICA","Luiz Fernando do Souto Fink","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1176,"ATIVO","PESSOA FÍSICA","Luiz Henrique de Felippe Valente","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1177,"ATIVO","PESSOA FÍSICA","Luiz Washington Bozzo Nascimento Filho","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1178,"ATIVO","PESSOA FÍSICA","Maisa Franco Ribeiro","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1179,"ATIVO","PESSOA FÍSICA","Manuel Carlos Pinotti Affonso","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1180,"ATIVO","PESSOA FÍSICA","Marcio Antonio Arantes","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1181,"ATIVO","PESSOA FÍSICA","Marcio Miesse Soares Pereira","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1182,"ATIVO","PESSOA FÍSICA","Marcio Pimenta","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1183,"ATIVO","PESSOA FÍSICA","Marcus Vinicius Rozo Rodrigues","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1184,"ATIVO","PESSOA FÍSICA","Maria Aparecida Rossi Trinca","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1185,"ATIVO","PESSOA FÍSICA","Maria Carolina Rossetti Gerbasi","Penapolis","SP","2022-04-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1482,"ATIVO","PESSOA FÍSICA","Sueli Aparecida Leal Martines","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1483,"ATIVO","PESSOA FÍSICA","Smiley Castelo Branco Teixeira","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1484,"ATIVO","PESSOA FÍSICA","Vanessa Paiva Fontoura Peres","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1485,"ATIVO","PESSOA FÍSICA","Frncisco Roberto Good Lima Mendes","Penapolis","SP","2022-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1486,"INATIVO","PESSOA FÍSICA","DORAMARCIA DE OLIVEIRA CURY","Sao Jose do Rio Preto","SP","2022-04-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1487,"ATIVO","PESSOA FÍSICA","NATALIA DA SILVA VOLTAN","Potirendaba","SP","2022-04-22","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1488,"INATIVO","PESSOA FÍSICA","Gil Gouveia Hans Carvalho","Sao Jose do Rio Preto","SP","2022-04-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1489,"ATIVO","PESSOA FÍSICA","Antonio Henrique Rebolho Batista da Silva","Barretos","SP","2022-05-03","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1490,"INATIVO","PESSOA FÍSICA","Paulo Tognola Pimentel","Sao Jose do Rio Preto","SP","2022-05-17","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1491,"ATIVO","PESSOA FÍSICA","Aline Esteves Lopes","Sao Jose do Rio Preto","SP","2022-06-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1492,"ATIVO","PESSOA FÍSICA","Ana Claudia Gazola","Sao Jose do Rio Preto","SP","2022-06-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1493,"ATIVO","PESSOA FÍSICA","JOSE GABRIEL PAVAO BATTAGLINI","Sao Jose do Rio Preto","SP","2022-06-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1494,"INATIVO","PESSOA FÍSICA","Alessandra Costa Tavares","Barretos","SP","2022-06-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1495,"ATIVO","PESSOA FÍSICA","Caio Colturato Coimbra","Sao Jose do Rio Preto","SP","2022-06-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1496,"INATIVO","PESSOA FÍSICA","Marina Colombini Bergemann","Sao Jose do Rio Preto","SP","2022-07-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1497,"ATIVO","PESSOA FÍSICA","Marcia Larissa da Silva Oliveira","Sao Jose do Rio Preto","SP","2022-07-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1498,"INATIVO","PESSOA FÍSICA","Barbara Ferreira dos Santos","Sao Jose do Rio Preto","SP","2022-07-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1499,"INATIVO","PESSOA FÍSICA","Veronica Sayeg Corbucci Marini","Sao Jose do Rio Preto","SP","2022-07-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1500,"INATIVO","PESSOA FÍSICA","Leticia Teixeira de Carvalho Vieira","Sao Jose do Rio Preto","SP","2022-07-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
1501,"ATIVO","PESSOA FÍSICA","Denis Henrique Cristovam Valdez Esteves","Penapolis","SP","2022-08-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
68,"ATIVO","PESSOA FÍSICA","Paulo Roberto Pavarino","Sao Jose do Rio Preto","SP","1990-09-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
69,"INATIVO","PESSOA FÍSICA","Solange Maria Pereira Giacchetto","Sao Jose do Rio Preto","SP","1996-12-21","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
70,"ATIVO","PESSOA FÍSICA","Cirilo Augusto Rosinha","Sao Jose do Rio Preto","SP","1993-10-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
71,"INATIVO","PESSOA FÍSICA","Carlos Henrique de Marchi","Sao Jose do Rio Preto","SP","1995-05-17","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
72,"INATIVO","PESSOA FÍSICA","Elias Thome Filho","Sao Jose do Rio Preto","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
73,"ATIVO","PESSOA FÍSICA","Jose Victor Maniglia","Sao Jose do Rio Preto","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
76,"ATIVO","PESSOA FÍSICA","JOAO GOMES NETINHO","Sao Jose do Rio Preto","SP","1992-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Profissionais (Médicos, Terapêutas...)"
